Country,Age,Employment,EdLevel,DevCategory,DevType,CompTotal,CompRange
France,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",36000.0,0-50k
Slovakia,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",50921.42857142857,50k-100k
France,35-44,Employed,Master,Software Development Roles,"Developer, back-end",61573.302305721605,50k-100k
Ireland,35-44,Employed,Bachelor,Software Development Roles,"Developer, front-end",53000.0,50k-100k
Greece,25-34,Employed,Master,Software Development Roles,"Developer, back-end",33000.0,0-50k
Belgium,55-64,Employed,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",100000.0,100k-200k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",75312.76595744681,50k-100k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",77000.0,50k-100k
Belgium,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",64831.26519337016,50k-100k
France,35-44,Freelancer,Master,Software Development Roles,"Developer, full-stack",61573.302305721605,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",110000.0,100k-200k
France,35-44,Employed,PhD,Software Development Roles,"Developer, back-end",83000.0,50k-100k
Netherlands,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, back-end",140000.0,100k-200k
Spain,18-24,Employed,Bachelor,Software Development Roles,"Developer, full-stack",30000.0,0-50k
Germany,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Developer Advocate,80000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",46700.0,0-50k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",80000.0,50k-100k
Germany,35-44,Freelancer,Master,Software Development Roles,"Developer, embedded applications or devices",185000.0,100k-200k
Netherlands,45-54,Freelancer,Master,Software Development Roles,"Developer, full-stack",35000.0,0-50k
Spain,45-54,Freelancer,PhD,"DevOps, Cloud, and Site Reliability Engineering",System administrator,45588.00806451613,0-50k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, back-end",80975.01548387097,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, back-end",60000.0,50k-100k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, back-end",80975.01548387097,50k-100k
Netherlands,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",125000.0,100k-200k
Portugal,25-34,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,63000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, embedded applications or devices",68000.0,50k-100k
Netherlands,25-34,Freelancer,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,60000.0,50k-100k
Germany,25-34,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,60000.0,50k-100k
Belgium,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",65000.0,50k-100k
Austria,18-24,Employed,Master,Specialized Technical Roles,Security professional,77000.0,50k-100k
France,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Netherlands,55-64,Employed,PhD,"Academic, Educational, and Research Roles",Educator,80000.0,50k-100k
France,25-34,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,40000.0,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",75000.0,50k-100k
Germany,35-44,Freelancer,PhD,Data Science and Analysis Roles,Data scientist or machine learning specialist,0.0,0-50k
Austria,25-34,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,60000.0,50k-100k
Spain,45-54,Employed,Bachelor,Software Development Roles,"Developer, back-end",38000.0,0-50k
Romania,45-54,Freelancer,Master,Software Development Roles,"Developer, desktop or enterprise applications",76797.27272727272,50k-100k
Belgium,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",64831.26519337016,50k-100k
Germany,18-24,Employed,PhD,Software Development Roles,"Developer, full-stack",28500.0,0-50k
Finland,25-34,Employed,Bachelor,Other Professional Roles,"Developer, game or graphics",62517.5761589404,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",75000.0,50k-100k
France,35-44,Employed,Master,Specialized Technical Roles,Security professional,75000.0,50k-100k
Germany,18-24,Employed,Master,Software Development Roles,"Developer, full-stack",56700.0,50k-100k
Belgium,25-34,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",68326.91558441559,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",58000.0,50k-100k
Ireland,25-34,Employed,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",80000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",46000.0,0-50k
Portugal,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",2816.0,0-50k
Portugal,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",75000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
France,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",85000.0,50k-100k
Germany,45-54,Freelancer,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",80975.01548387097,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",75312.76595744681,50k-100k
Netherlands,35-44,Employed,Bachelor,"Management, Leadership, and Advocacy Roles",Product manager,100000.0,100k-200k
Finland,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",62517.5761589404,50k-100k
Finland,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",62517.5761589404,50k-100k
Germany,35-44,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,60000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, back-end",60000.0,50k-100k
Spain,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",26000.0,0-50k
Finland,55-64,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",52000.0,50k-100k
Belgium,25-34,Freelancer,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",68000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Germany,25-34,Employed,PhD,Software Development Roles,"Developer, desktop or enterprise applications",67363.36111111111,50k-100k
Netherlands,25-34,Freelancer,PhD,Data Science and Analysis Roles,Data scientist or machine learning specialist,225000.0,200k-500k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",90000.0,50k-100k
Netherlands,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Engineering manager,220000.0,200k-500k
France,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",53217.56870229008,50k-100k
Germany,45-54,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",70000.0,50k-100k
Netherlands,35-44,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,160000.0,100k-200k
Netherlands,45-54,Freelancer,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",65000.0,50k-100k
Netherlands,45-54,Freelancer,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",60000.0,50k-100k
Netherlands,45-54,Employed,PhD,Software Development Roles,"Developer, desktop or enterprise applications",59515.491228070176,50k-100k
Spain,25-34,Employed,Master,Software Development Roles,"Developer, mobile",73000.0,50k-100k
Belgium,35-44,Freelancer,Master,"Management, Leadership, and Advocacy Roles",Developer Advocate,80000.0,50k-100k
Belgium,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",64831.26519337016,50k-100k
Belgium,18-24,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",46507.0,0-50k
Finland,35-44,Employed,Master,Software Development Roles,"Developer, back-end",85000.0,50k-100k
Germany,25-34,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,80975.01548387097,50k-100k
Germany,25-34,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,60000.0,50k-100k
Croatia,18-24,Employed,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",20000.0,0-50k
Lithuania,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Research & Development role,3000.0,0-50k
Germany,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
Lithuania,35-44,Freelancer,Master,Software Development Roles,"Developer, back-end",76264.73913043478,50k-100k
Germany,18-24,Employed,Bachelor,Software Development Roles,"Developer, front-end",56000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",80975.01548387097,50k-100k
Germany,25-34,Employed,PhD,Software Development Roles,"Developer, full-stack",91367.40076335878,50k-100k
Belgium,45-54,Employed,Bachelor,"Management, Leadership, and Advocacy Roles",Engineering manager,64831.26519337016,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",50000.0,50k-100k
Germany,25-34,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,55000.0,50k-100k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, embedded applications or devices",100000.0,100k-200k
Germany,25-34,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,80975.01548387097,50k-100k
Germany,55-64,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",120000.0,100k-200k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",93000.0,50k-100k
Spain,45-54,Employed,Master,Software Development Roles,"Developer, back-end",60681.50151057402,50k-100k
Austria,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",45000.0,0-50k
Spain,45-54,Freelancer,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",35000.0,0-50k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
Finland,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",39000.0,0-50k
Austria,25-34,Employed,PhD,"Academic, Educational, and Research Roles",Research & Development role,87000.0,50k-100k
Netherlands,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",40000.0,0-50k
Germany,25-34,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,60000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, embedded applications or devices",51000.0,50k-100k
Germany,55-64,Freelancer,Bachelor,Specialized Technical Roles,"Developer, QA or test",63000.0,50k-100k
Spain,25-34,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,25000.0,0-50k
Belgium,55-64,Employed,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",64831.26519337016,50k-100k
Spain,25-34,Employed,Master,Software Development Roles,"Developer, back-end",34000.0,0-50k
Austria,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",82811.39416058394,50k-100k
Germany,45-54,Freelancer,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
Germany,45-54,Employed,PhD,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,91367.40076335878,50k-100k
Germany,18-24,Employed,Master,Software Development Roles,"Developer, back-end",48000.0,0-50k
Germany,35-44,Freelancer,Master,"Academic, Educational, and Research Roles",Academic researcher,49000.0,0-50k
Germany,45-54,Freelancer,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",80975.01548387097,50k-100k
Lithuania,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",56991.7247706422,50k-100k
Italy,35-44,Employed,PhD,Software Development Roles,"Developer, full-stack",30054.56,0-50k
Italy,45-54,Employed,Master,Software Development Roles,"Developer, front-end",51639.30034129693,50k-100k
Estonia,45-54,Employed,Bachelor,Software Development Roles,"Developer, full-stack",54000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",107000.0,100k-200k
Ireland,45-54,Employed,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",140000.0,100k-200k
Latvia,25-34,Employed,Master,"Academic, Educational, and Research Roles",Research & Development role,110000.0,100k-200k
Greece,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",40191.725190839694,0-50k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, back-end",90000.0,50k-100k
Lithuania,45-54,Employed,Bachelor,Software Development Roles,"Developer, mobile",56991.7247706422,50k-100k
Greece,55-64,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering","Engineer, site reliability",40191.725190839694,0-50k
Lithuania,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",76264.73913043478,50k-100k
Lithuania,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",56991.7247706422,50k-100k
Greece,25-34,Employed,Master,Other Professional Roles,"Developer, game or graphics",47000.0,0-50k
Estonia,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",5000.0,0-50k
Slovenia,35-44,Employed,Bachelor,Specialized Technical Roles,Hardware Engineer,50000.0,50k-100k
Croatia,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",43297.9375,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",75312.76595744681,50k-100k
Belgium,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",64831.26519337016,50k-100k
Italy,45-54,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",62000.0,50k-100k
Italy,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",28000.0,0-50k
Finland,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",73000.0,50k-100k
Greece,35-44,Freelancer,Master,"DevOps, Cloud, and Site Reliability Engineering",System administrator,20000.0,0-50k
Slovakia,35-44,Employed,Bachelor,Data Science and Analysis Roles,Data or business analyst,20000.0,0-50k
Romania,35-44,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",3000.0,0-50k
Latvia,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",50641.89189189189,50k-100k
Greece,25-34,Employed,Master,Software Development Roles,"Developer, front-end",20000.0,0-50k
Austria,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",90000.0,50k-100k
Poland,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",57000.0,50k-100k
Romania,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",75000.0,50k-100k
Netherlands,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",73000.0,50k-100k
Finland,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Finland,25-34,Employed,Bachelor,Other Professional Roles,"Developer, game or graphics",62517.5761589404,50k-100k
Portugal,25-34,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,13000.0,0-50k
Lithuania,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",56991.7247706422,50k-100k
Netherlands,45-54,Freelancer,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,75647.9641025641,50k-100k
Germany,55-64,Employed,Bachelor,Software Development Roles,"Developer, full-stack",75312.76595744681,50k-100k
Germany,25-34,Freelancer,Master,Software Development Roles,"Developer, back-end",80975.01548387097,50k-100k
Greece,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",150000.0,100k-200k
Netherlands,55-64,Employed,Bachelor,Software Development Roles,"Developer, back-end",90000.0,50k-100k
Greece,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",75000.0,50k-100k
Estonia,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",61089.18918918919,50k-100k
Germany,25-34,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,70000.0,50k-100k
Bulgaria,55-64,Employed,Master,Software Development Roles,"Developer, back-end",50000.0,50k-100k
Spain,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",48000.0,0-50k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",115000.0,100k-200k
Belgium,35-44,Employed,Bachelor,Specialized Technical Roles,Hardware Engineer,64831.26519337016,50k-100k
Lithuania,25-34,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,69000.0,50k-100k
Latvia,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",30000.0,0-50k
France,25-34,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,44000.0,0-50k
Romania,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",48000.0,0-50k
Greece,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",22400.0,0-50k
Finland,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",84500.0,50k-100k
Romania,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",42000.0,0-50k
Austria,35-44,Freelancer,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",60000.0,50k-100k
Lithuania,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",56991.7247706422,50k-100k
Lithuania,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",56991.7247706422,50k-100k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",39000.0,0-50k
Netherlands,25-34,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,87023.48401826483,50k-100k
Lithuania,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",66000.0,50k-100k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",65000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, back-end",66000.0,50k-100k
France,25-34,Freelancer,PhD,Software Development Roles,"Developer, full-stack",50000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",44000.0,0-50k
France,35-44,Freelancer,PhD,Software Development Roles,"Developer, back-end",30000.0,0-50k
Finland,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Netherlands,55-64,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",80000.0,50k-100k
Germany,25-34,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,52000.0,50k-100k
Germany,45-54,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",80975.01548387097,50k-100k
Germany,55-64,Employed,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",75312.76595744681,50k-100k
Austria,25-34,Employed,Master,"Academic, Educational, and Research Roles",Research & Development role,51800.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",72000.0,50k-100k
Spain,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Germany,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Scientist,91367.40076335878,50k-100k
Germany,18-24,Employed,PhD,Software Development Roles,"Developer, front-end",36000.0,0-50k
Greece,35-44,Employed,Bachelor,Other Professional Roles,Designer,21000.0,0-50k
Finland,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",122000.0,100k-200k
Finland,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",62517.5761589404,50k-100k
Romania,35-44,Employed,Bachelor,Data Science and Analysis Roles,Data scientist or machine learning specialist,80000.0,50k-100k
Germany,25-34,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,91367.40076335878,50k-100k
Lithuania,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",56991.7247706422,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, front-end",84000.0,50k-100k
Estonia,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, front-end",90000.0,50k-100k
Netherlands,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",65000.0,50k-100k
Netherlands,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",75647.9641025641,50k-100k
Spain,25-34,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",25000.0,0-50k
France,35-44,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,61000.0,50k-100k
Netherlands,35-44,Employed,Bachelor,Data Science and Analysis Roles,Data or business analyst,81300.0,50k-100k
Germany,35-44,Employed,Master,Specialized Technical Roles,"Developer, QA or test",90000.0,50k-100k
Germany,25-34,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,60000.0,50k-100k
Estonia,25-34,Employed,PhD,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,42800.0,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",75312.76595744681,50k-100k
Spain,35-44,Employed,Bachelor,Software Development Roles,"Developer, front-end",60000.0,50k-100k
France,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",70000.0,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",60000.0,50k-100k
Germany,25-34,Employed,PhD,Software Development Roles,"Developer, full-stack",55400.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",54000.0,50k-100k
Germany,35-44,Employed,Master,Other Professional Roles,"Developer, game or graphics",68000.0,50k-100k
Germany,25-34,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,40000.0,0-50k
Netherlands,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Slovenia,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",36000.0,0-50k
Ireland,25-34,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,90000.0,50k-100k
France,45-54,Employed,Master,Software Development Roles,"Developer, back-end",61573.302305721605,50k-100k
Hungary,35-44,Freelancer,Master,Software Development Roles,"Developer, full-stack",40000.0,0-50k
France,35-44,Employed,Master,Specialized Technical Roles,Security professional,180000.0,100k-200k
Italy,18-24,Freelancer,PhD,Software Development Roles,"Developer, front-end",47679.045454545456,0-50k
France,25-34,Employed,Master,Software Development Roles,"Developer, back-end",72000.0,50k-100k
Portugal,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",96332.63829787234,50k-100k
Netherlands,25-34,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,87834.77966101695,50k-100k
Austria,35-44,Freelancer,Master,Software Development Roles,"Developer, back-end",74286.58673469388,50k-100k
Spain,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, mobile",4000.0,0-50k
Spain,25-34,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,18000.0,0-50k
France,25-34,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",43000.0,0-50k
Ireland,18-24,Employed,Bachelor,Software Development Roles,"Developer, back-end",95000.0,50k-100k
Spain,18-24,Employed,PhD,Software Development Roles,"Developer, full-stack",45588.00806451613,0-50k
Slovenia,45-54,Employed,Bachelor,Software Development Roles,"Developer, front-end",80000.0,50k-100k
Spain,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Engineering manager,67000.0,50k-100k
Slovenia,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, front-end",110000.0,100k-200k
Slovakia,35-44,Freelancer,Master,"Academic, Educational, and Research Roles",Research & Development role,50921.42857142857,50k-100k
Slovakia,35-44,Employed,Master,Specialized Technical Roles,"Developer, QA or test",65000.0,50k-100k
Spain,25-34,Employed,Master,Software Development Roles,"Developer, back-end",60681.50151057402,50k-100k
Germany,35-44,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering","Engineer, site reliability",150000.0,100k-200k
Italy,35-44,Employed,PhD,Software Development Roles,"Developer, full-stack",30000.0,0-50k
Germany,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,70000.0,50k-100k
Italy,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",30500.0,0-50k
Italy,64+,Freelancer,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,51639.30034129693,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",80975.01548387097,50k-100k
Portugal,25-34,Employed,Master,Software Development Roles,"Developer, back-end",20000.0,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",75000.0,50k-100k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
France,55-64,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,61573.302305721605,50k-100k
Spain,45-54,Employed,Bachelor,Software Development Roles,"Developer, full-stack",57486.9186351706,50k-100k
Italy,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Product manager,50000.0,50k-100k
Netherlands,35-44,Freelancer,PhD,Software Development Roles,"Developer, full-stack",130000.0,100k-200k
Germany,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Research & Development role,70000.0,50k-100k
France,35-44,Freelancer,Master,Software Development Roles,"Developer, full-stack",61573.302305721605,50k-100k
Netherlands,64+,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",25000.0,0-50k
France,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",48000.0,0-50k
Italy,35-44,Employed,Master,Software Development Roles,"Developer, back-end",51639.30034129693,50k-100k
France,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Product manager,60000.0,50k-100k
Finland,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",45000.0,0-50k
Lithuania,45-54,Employed,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",100000.0,100k-200k
Estonia,25-34,Employed,Master,"Management, Leadership, and Advocacy Roles",Engineering manager,60000.0,50k-100k
Lithuania,35-44,Employed,Master,Software Development Roles,"Developer, back-end",76264.73913043478,50k-100k
Germany,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",75312.76595744681,50k-100k
Spain,45-54,Freelancer,Master,Software Development Roles,"Developer, full-stack",30000.0,0-50k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",82000.0,50k-100k
Germany,45-54,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,91367.40076335878,50k-100k
Spain,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",14000.0,0-50k
Netherlands,45-54,Freelancer,Bachelor,Software Development Roles,"Developer, mobile",30000.0,0-50k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",54000.0,50k-100k
Estonia,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",59110.38181818182,50k-100k
Belgium,55-64,Freelancer,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",64831.26519337016,50k-100k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",75000.0,50k-100k
France,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Developer Experience,61573.302305721605,50k-100k
Austria,25-34,Freelancer,Master,"Management, Leadership, and Advocacy Roles",Engineering manager,57630.0,50k-100k
Italy,45-54,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",46858.40754716981,0-50k
Netherlands,18-24,Employed,Bachelor,Software Development Roles,"Developer, back-end",41400.0,0-50k
Lithuania,25-34,Employed,Bachelor,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",36000.0,0-50k
Spain,45-54,Employed,Master,Software Development Roles,"Developer, back-end",52000.0,50k-100k
Belgium,45-54,Freelancer,Master,"Management, Leadership, and Advocacy Roles",Developer Advocate,68326.91558441559,50k-100k
Hungary,18-24,Employed,Bachelor,Software Development Roles,"Developer, front-end",58000.0,50k-100k
Germany,45-54,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",80000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, mobile",90000.0,50k-100k
Netherlands,45-54,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,90000.0,50k-100k
Slovenia,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",70000.0,50k-100k
